Time;PlayerPosition;PlayerRotation;PlayerHeadRotation;EnemyPosition;EnemyRotation;MinimapButton;Info
0.006958008;(-0.0700, 0.8100, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0530, -0.0069, 0.0201, -0.9984);(-0.6851, 1.0000, 0.1190);(0.0000, 0.0000, 0.0000, 1.0000);0;test
0.02694702;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0531, -0.0071, 0.0201, -0.9984);(-0.6851, 0.8209, 0.1190);(0.0000, -0.0023, 0.0000, 1.0000);0;test
0.04693604;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0532, -0.0073, 0.0205, -0.9983);(-0.6859, 0.8209, 0.1213);(0.0000, -0.0062, 0.0000, 1.0000);0;test
0.06695557;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0533, -0.0074, 0.0206, -0.9983);(-0.6881, 0.8209, 0.1273);(0.0000, -0.0114, 0.0000, 0.9999);0;test
0.08694458;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0534, -0.0076, 0.0206, -0.9983);(-0.6900, 0.8209, 0.1325);(0.0000, -0.0147, 0.0000, 0.9999);0;test
0.1069336;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0534, -0.0076, 0.0207, -0.9983);(-0.6947, 0.8209, 0.1452);(0.0000, -0.0210, 0.0000, 0.9998);0;test
0.1269531;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0533, -0.0080, 0.0210, -0.9983);(-0.6998, 0.8209, 0.1591);(0.0000, -0.0265, 0.0000, 0.9996);0;test
0.1469421;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0534, -0.0078, 0.0212, -0.9983);(-0.7075, 0.8209, 0.1799);(0.0000, -0.0337, 0.0000, 0.9994);0;test
0.1669312;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0534, -0.0079, 0.0213, -0.9983);(-0.7153, 0.8209, 0.2013);(0.0000, -0.0399, 0.0000, 0.9992);0;test
0.1869507;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0534, -0.0079, 0.0214, -0.9983);(-0.7195, 0.8209, 0.2125);(0.0000, -0.0430, 0.0000, 0.9991);0;test
0.2069397;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0536, -0.0079, 0.0216, -0.9983);(-0.7285, 0.8209, 0.2370);(0.0000, -0.0494, 0.0000, 0.9988);0;test
0.2269592;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0538, -0.0081, 0.0215, -0.9983);(-0.7381, 0.8209, 0.2630);(0.0000, -0.0559, 0.0000, 0.9984);0;test
0.2469482;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0538, -0.0082, 0.0215, -0.9983);(-0.7466, 0.8209, 0.2863);(0.0000, -0.0614, 0.0000, 0.9981);0;test
0.2669373;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0537, -0.0084, 0.0211, -0.9983);(-0.7553, 0.8209, 0.3099);(0.0000, -0.0667, 0.0000, 0.9978);0;test
0.2869568;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0538, -0.0084, 0.0212, -0.9983);(-0.7593, 0.8209, 0.3206);(0.0000, -0.0691, 0.0000, 0.9976);0;test
0.3069458;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0537, -0.0084, 0.0213, -0.9983);(-0.7686, 0.8209, 0.3460);(0.0000, -0.0744, 0.0000, 0.9972);0;test
0.3269348;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0537, -0.0084, 0.0212, -0.9983);(-0.7776, 0.8209, 0.3704);(0.0000, -0.0793, 0.0000, 0.9969);0;test
0.3469543;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0538, -0.0084, 0.0212, -0.9983);(-0.7857, 0.8209, 0.3925);(0.0000, -0.0835, 0.0000, 0.9965);0;test
0.3669434;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0539, -0.0084, 0.0211, -0.9983);(-0.7948, 0.8209, 0.4171);(0.0000, -0.0880, 0.0000, 0.9961);0;test
0.3869324;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0538, -0.0084, 0.0209, -0.9983);(-0.8037, 0.8209, 0.4413);(0.0000, -0.0922, 0.0000, 0.9957);0;test
