Time;PlayerPosition;PlayerRotation;PlayerHeadRotation;EnemyPosition;EnemyRotation;MinimapButton;Info
0.0186069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1318, 0.0346, 0.0862, -0.9869);(-0.6851, 0.8209, 0.1190);(0.0000, 0.0000, 0.0000, 1.0000);0;test
0.03860688;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1344, 0.0331, 0.0865, -0.9866);(-0.6854, 0.8209, 0.1199);(0.0000, -0.0044, 0.0000, 1.0000);0;test
0.05860686;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1357, 0.0318, 0.0865, -0.9865);(-0.6867, 0.8209, 0.1236);(0.0000, -0.0084, 0.0000, 1.0000);0;test
0.07860684;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1368, 0.0301, 0.0883, -0.9862);(-0.6893, 0.8209, 0.1306);(0.0000, -0.0134, 0.0000, 0.9999);0;test
0.09860682;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1355, 0.0297, 0.0893, -0.9863);(-0.6937, 0.8209, 0.1424);(0.0000, -0.0196, 0.0000, 0.9998);0;test
0.1186068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1336, 0.0299, 0.0900, -0.9865);(-0.6959, 0.8209, 0.1483);(0.0000, -0.0222, 0.0000, 0.9998);0;test
0.1386068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1335, 0.0310, 0.0904, -0.9864);(-0.7016, 0.8209, 0.1639);(0.0000, -0.0282, 0.0000, 0.9996);0;test
0.1586068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1339, 0.0326, 0.0910, -0.9863);(-0.7096, 0.8209, 0.1857);(0.0000, -0.0355, 0.0000, 0.9994);0;test
0.178607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1333, 0.0324, 0.0909, -0.9864);(-0.7178, 0.8209, 0.2079);(0.0000, -0.0417, 0.0000, 0.9991);0;test
0.198607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1323, 0.0316, 0.0915, -0.9865);(-0.7266, 0.8209, 0.2317);(0.0000, -0.0480, 0.0000, 0.9988);0;test
0.2186069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1299, 0.0313, 0.0940, -0.9866);(-0.7360, 0.8209, 0.2574);(0.0000, -0.0545, 0.0000, 0.9985);0;test
0.2386069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1276, 0.0310, 0.0954, -0.9867);(-0.7398, 0.8209, 0.2677);(0.0000, -0.0570, 0.0000, 0.9984);0;test
0.2586069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1201, 0.0301, 0.0982, -0.9874);(-0.7490, 0.8209, 0.2926);(0.0000, -0.0628, 0.0000, 0.9980);0;test
0.2786069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1160, 0.0295, 0.1016, -0.9876);(-0.7574, 0.8209, 0.3155);(0.0000, -0.0679, 0.0000, 0.9977);0;test
0.2986069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1143, 0.0300, 0.1047, -0.9875);(-0.7662, 0.8209, 0.3395);(0.0000, -0.0730, 0.0000, 0.9973);0;test
0.3186069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1117, 0.0299, 0.1087, -0.9873);(-0.7755, 0.8209, 0.3647);(0.0000, -0.0781, 0.0000, 0.9969);0;test
0.3386068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1112, 0.0305, 0.1107, -0.9871);(-0.7795, 0.8209, 0.3757);(0.0000, -0.0803, 0.0000, 0.9968);0;test
0.3586068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1138, 0.0317, 0.1151, -0.9863);(-0.7889, 0.8209, 0.4012);(0.0000, -0.0851, 0.0000, 0.9964);0;test
0.3786068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1181, 0.0325, 0.1184, -0.9854);(-0.7970, 0.8209, 0.4233);(0.0000, -0.0890, 0.0000, 0.9960);0;test
0.3986068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1203, 0.0337, 0.1186, -0.9850);(-0.8057, 0.8209, 0.4467);(0.0000, -0.0930, 0.0000, 0.9957);0;test
0.4186068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1220, 0.0356, 0.1190, -0.9847);(-0.8154, 0.8209, 0.4731);(0.0000, -0.0973, 0.0000, 0.9953);0;test
0.438607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1220, 0.0366, 0.1200, -0.9846);(-0.8193, 0.8209, 0.4837);(0.0000, -0.0990, 0.0000, 0.9951);0;test
0.458607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1211, 0.0379, 0.1229, -0.9843);(-0.8288, 0.8209, 0.5095);(0.0000, -0.1029, 0.0000, 0.9947);0;test
0.4786069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1192, 0.0372, 0.1248, -0.9843);(-0.8369, 0.8209, 0.5316);(0.0000, -0.1060, 0.0000, 0.9944);0;test
0.4986069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1179, 0.0370, 0.1257, -0.9843);(-0.8456, 0.8209, 0.5552);(0.0000, -0.1093, 0.0000, 0.9940);0;test
0.5186069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1178, 0.0367, 0.1255, -0.9844);(-0.8549, 0.8209, 0.5804);(0.0000, -0.1126, 0.0000, 0.9936);0;test
0.5386069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1176, 0.0359, 0.1253, -0.9845);(-0.8589, 0.8209, 0.5915);(0.0000, -0.1140, 0.0000, 0.9935);0;test
0.5586069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1178, 0.0353, 0.1241, -0.9846);(-0.8684, 0.8209, 0.6172);(0.0000, -0.1171, 0.0000, 0.9931);0;test
0.5786068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1199, 0.0343, 0.1217, -0.9847);(-0.8767, 0.8209, 0.6398);(0.0000, -0.1197, 0.0000, 0.9928);0;test
0.5986068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1209, 0.0323, 0.1185, -0.9850);(-0.8854, 0.8209, 0.6634);(0.0000, -0.1223, 0.0000, 0.9925);0;test
0.6186068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1218, 0.0315, 0.1174, -0.9851);(-0.8899, 0.8209, 0.6757);(0.0000, -0.1236, 0.0000, 0.9923);0;test
0.6386068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1227, 0.0300, 0.1157, -0.9852);(-0.8988, 0.8209, 0.6998);(0.0000, -0.1261, 0.0000, 0.9920);0;test
0.6586068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1230, 0.0282, 0.1124, -0.9856);(-0.9082, 0.8209, 0.7252);(0.0000, -0.1285, 0.0000, 0.9917);0;test
0.6786067;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1264, 0.0276, 0.1066, -0.9859);(-0.9165, 0.8209, 0.7477);(0.0000, -0.1306, 0.0000, 0.9914);0;test
0.698607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1304, 0.0266, 0.0998, -0.9861);(-0.9252, 0.8209, 0.7716);(0.0000, -0.1327, 0.0000, 0.9912);0;test
0.7186069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1303, 0.0225, 0.0936, -0.9868);(-0.9345, 0.8209, 0.7968);(0.0000, -0.1349, 0.0000, 0.9909);0;test
0.7386069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1312, 0.0209, 0.0926, -0.9868);(-0.9383, 0.8209, 0.8071);(0.0000, -0.1357, 0.0000, 0.9908);0;test
0.7586069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1334, 0.0183, 0.0884, -0.9869);(-0.9478, 0.8209, 0.8329);(0.0000, -0.1377, 0.0000, 0.9905);0;test
0.7786069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1344, 0.0168, 0.0848, -0.9871);(-0.9560, 0.8209, 0.8552);(0.0000, -0.1394, 0.0000, 0.9902);0;test
0.7986069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1364, 0.0152, 0.0819, -0.9872);(-0.9648, 0.8209, 0.8791);(0.0000, -0.1411, 0.0000, 0.9900);0;test
0.8186069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1390, 0.0142, 0.0802, -0.9869);(-0.9693, 0.8209, 0.8913);(0.0000, -0.1419, 0.0000, 0.9899);0;test
0.8386068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1454, 0.0135, 0.0772, -0.9863);(-0.9780, 0.8209, 0.9151);(0.0000, -0.1435, 0.0000, 0.9897);0;test
0.8586068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1539, 0.0136, 0.0734, -0.9853);(-0.9878, 0.8209, 0.9416);(0.0000, -0.1452, 0.0000, 0.9894);0;test
0.8786068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1622, 0.0131, 0.0690, -0.9843);(-0.9959, 0.8209, 0.9635);(0.0000, -0.1465, 0.0000, 0.9892);0;test
0.8986068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1714, 0.0115, 0.0659, -0.9829);(-1.0046, 0.8209, 0.9872);(0.0000, -0.1478, 0.0000, 0.9890);0;test
0.9186068;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1800, 0.0080, 0.0639, -0.9816);(-1.0134, 0.8209, 1.0112);(0.0000, -0.1491, 0.0000, 0.9888);0;test
0.9386067;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1833, 0.0062, 0.0628, -0.9810);(-1.0183, 0.8209, 1.0244);(0.0000, -0.1498, 0.0000, 0.9887);0;test
0.958607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1911, 0.0025, 0.0605, -0.9797);(-1.0273, 0.8209, 1.0490);(0.0000, -0.1511, 0.0000, 0.9885);0;test
0.9786069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1996, -0.0012, 0.0568, -0.9782);(-1.0357, 0.8209, 1.0719);(0.0000, -0.1522, 0.0000, 0.9884);0;test
0.9986069;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2047, -0.0045, 0.0528, -0.9774);(-1.0444, 0.8209, 1.0953);(0.0000, -0.1532, 0.0000, 0.9882);0;test
1.018607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2061, -0.0063, 0.0486, -0.9773);(-1.0533, 0.8209, 1.1195);(0.0000, -0.1543, 0.0000, 0.9880);0;test
1.038607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2061, -0.0066, 0.0474, -0.9774);(-1.0577, 0.8209, 1.1314);(0.0000, -0.1548, 0.0000, 0.9879);0;test
1.058607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2068, -0.0068, 0.0452, -0.9773);(-1.0668, 0.8209, 1.1563);(0.0000, -0.1558, 0.0000, 0.9878);0;test
1.078607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2071, -0.0060, 0.0429, -0.9774);(-1.0753, 0.8209, 1.1792);(0.0000, -0.1567, 0.0000, 0.9876);0;test
1.098607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2080, -0.0041, 0.0407, -0.9773);(-1.0840, 0.8209, 1.2030);(0.0000, -0.1576, 0.0000, 0.9875);0;test
1.118607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2090, -0.0009, 0.0390, -0.9771);(-1.0928, 0.8209, 1.2270);(0.0000, -0.1584, 0.0000, 0.9874);0;test
1.138607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2100, 0.0008, 0.0380, -0.9770);(-1.0972, 0.8209, 1.2389);(0.0000, -0.1588, 0.0000, 0.9873);0;test
1.158607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2120, 0.0040, 0.0370, -0.9766);(-1.1064, 0.8209, 1.2639);(0.0000, -0.1596, 0.0000, 0.9872);0;test
1.178607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2133, 0.0066, 0.0366, -0.9763);(-1.1150, 0.8209, 1.2879);(0.0000, -0.1600, 0.0000, 0.9871);0;test
1.198607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2156, 0.0093, 0.0367, -0.9757);(-1.1232, 0.8209, 1.3112);(0.0000, -0.1604, 0.0000, 0.9871);0;test
1.218607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2164, 0.0097, 0.0366, -0.9756);(-1.1275, 0.8209, 1.3234);(0.0000, -0.1606, 0.0000, 0.9870);0;test
1.238607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2183, 0.0114, 0.0360, -0.9751);(-1.1359, 0.8209, 1.3475);(0.0000, -0.1609, 0.0000, 0.9870);0;test
1.258607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2202, 0.0124, 0.0344, -0.9748);(-1.1451, 0.8209, 1.3737);(0.0000, -0.1613, 0.0000, 0.9869);0;test
1.278607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2221, 0.0131, 0.0332, -0.9744);(-1.1530, 0.8209, 1.3962);(0.0000, -0.1616, 0.0000, 0.9869);0;test
1.298607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2232, 0.0139, 0.0326, -0.9741);(-1.1615, 0.8209, 1.4200);(0.0000, -0.1619, 0.0000, 0.9868);0;test
1.318607;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2240, 0.0143, 0.0319, -0.9740);(-1.1697, 0.8209, 1.4433);(0.0000, -0.1623, 0.0000, 0.9867);0;test
