Time;PlayerPosition;PlayerRotation;PlayerHeadRotation;EnemyPosition;EnemyRotation;MinimapButton;Info
0.01771736;(-0.0700, 0.8100, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0338, 0.0222, 0.1194, -0.9920);(-0.6851, 1.0000, 0.1190);(0.0000, 0.0000, 0.0000, 1.0000);0;test
0.03771734;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0381, 0.0171, 0.1208, -0.9918);(-0.6851, 0.8209, 0.1190);(0.0000, 0.0000, 0.0000, 1.0000);0;test
0.05771732;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0424, 0.0126, 0.1215, -0.9916);(-0.6853, 0.8209, 0.1196);(0.0000, -0.0038, 0.0000, 1.0000);0;test
0.0777173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0495, 0.0061, 0.1209, -0.9914);(-0.6871, 0.8209, 0.1245);(0.0000, -0.0088, 0.0000, 1.0000);0;test
0.09771729;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0547, 0.0013, 0.1186, -0.9914);(-0.6894, 0.8209, 0.1307);(0.0000, -0.0129, 0.0000, 0.9999);0;test
0.1177173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0594, -0.0032, 0.1150, -0.9916);(-0.6927, 0.8209, 0.1397);(0.0000, -0.0176, 0.0000, 0.9998);0;test
0.1377174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0643, -0.0087, 0.1091, -0.9919);(-0.6980, 0.8209, 0.1543);(0.0000, -0.0237, 0.0000, 0.9997);0;test
0.1577173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0678, -0.0132, 0.1041, -0.9922);(-0.7029, 0.8209, 0.1674);(0.0000, -0.0284, 0.0000, 0.9996);0;test
0.1777173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0732, -0.0198, 0.0976, -0.9923);(-0.7108, 0.8209, 0.1888);(0.0000, -0.0352, 0.0000, 0.9994);0;test
0.1977173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0780, -0.0253, 0.0928, -0.9923);(-0.7174, 0.8209, 0.2068);(0.0000, -0.0402, 0.0000, 0.9992);0;test
0.2177173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0838, -0.0330, 0.0876, -0.9921);(-0.7267, 0.8209, 0.2320);(0.0000, -0.0469, 0.0000, 0.9989);0;test
0.2377173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0872, -0.0391, 0.0844, -0.9918);(-0.7335, 0.8209, 0.2505);(0.0000, -0.0516, 0.0000, 0.9987);0;test
0.2577174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0904, -0.0471, 0.0811, -0.9915);(-0.7425, 0.8209, 0.2750);(0.0000, -0.0576, 0.0000, 0.9983);0;test
0.2777174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0931, -0.0550, 0.0779, -0.9911);(-0.7515, 0.8209, 0.2997);(0.0000, -0.0633, 0.0000, 0.9980);0;test
0.2977173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0954, -0.0619, 0.0751, -0.9907);(-0.7588, 0.8209, 0.3195);(0.0000, -0.0677, 0.0000, 0.9977);0;test
0.3177173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0973, -0.0675, 0.0729, -0.9903);(-0.7647, 0.8209, 0.3354);(0.0000, -0.0711, 0.0000, 0.9975);0;test
0.3377173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.1002, -0.0760, 0.0694, -0.9896);(-0.7753, 0.8209, 0.3642);(0.0000, -0.0770, 0.0000, 0.9970);0;test
0.3577173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0794, -0.0855, 0.0814, -0.9898);(-0.7822, 0.8209, 0.3830);(0.0000, -0.0806, 0.0000, 0.9967);0;test
0.3777174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0754, -0.0920, 0.0844, -0.9893);(-0.7884, 0.8209, 0.3997);(0.0000, -0.0838, 0.0000, 0.9965);0;test
0.3977174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0693, -0.0997, 0.0891, -0.9886);(-0.7976, 0.8209, 0.4248);(0.0000, -0.0883, 0.0000, 0.9961);0;test
0.4177173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0633, -0.1053, 0.0926, -0.9881);(-0.8037, 0.8209, 0.4413);(0.0000, -0.0912, 0.0000, 0.9958);0;test
0.4377173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0150, -0.1321, 0.1029, -0.9858);(-0.8110, 0.8209, 0.4611);(0.0000, -0.0945, 0.0000, 0.9955);0;test
0.4577173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0130, -0.1321, 0.1016, -0.9859);(-0.8195, 0.8209, 0.4842);(0.0000, -0.0982, 0.0000, 0.9952);0;test
0.4777173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0043, -0.1360, 0.1033, -0.9853);(-0.8237, 0.8209, 0.4958);(0.0000, -0.1000, 0.0000, 0.9950);0;test
0.4977173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0204, -0.1373, 0.1029, -0.9850);(-0.8366, 0.8209, 0.5307);(0.0000, -0.1052, 0.0000, 0.9945);0;test
0.5177174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0311, -0.1374, 0.1016, -0.9848);(-0.8454, 0.8209, 0.5548);(0.0000, -0.1086, 0.0000, 0.9941);0;test
0.5377173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0472, -0.1402, 0.1020, -0.9837);(-0.8545, 0.8209, 0.5794);(0.0000, -0.1119, 0.0000, 0.9937);0;test
0.5577173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0472, -0.1402, 0.1020, -0.9837);(-0.8545, 0.8209, 0.5794);(0.0000, -0.1119, 0.0000, 0.9937);0;test
0.5777173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0521, -0.1477, 0.1026, -0.9823);(-0.8633, 0.8209, 0.6034);(0.0000, -0.1149, 0.0000, 0.9934);0;test
0.5977173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0651, -0.1514, 0.1067, -0.9805);(-0.8723, 0.8209, 0.6279);(0.0000, -0.1179, 0.0000, 0.9930);0;test
0.6177173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0805, -0.1576, 0.1128, -0.9777);(-0.8811, 0.8209, 0.6515);(0.0000, -0.1206, 0.0000, 0.9927);0;test
0.6377172;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0950, -0.1671, 0.1211, -0.9739);(-0.8901, 0.8209, 0.6762);(0.0000, -0.1233, 0.0000, 0.9924);0;test
0.6577172;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1055, -0.1780, 0.1267, -0.9701);(-0.8989, 0.8209, 0.6999);(0.0000, -0.1258, 0.0000, 0.9921);0;test
0.6777172;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1171, -0.1868, 0.1318, -0.9664);(-0.9073, 0.8209, 0.7229);(0.0000, -0.1281, 0.0000, 0.9918);0;test
0.6977174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1185, -0.1941, 0.1369, -0.9641);(-0.9168, 0.8209, 0.7486);(0.0000, -0.1305, 0.0000, 0.9915);0;test
0.7177174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1081, -0.1954, 0.1368, -0.9651);(-0.9256, 0.8209, 0.7725);(0.0000, -0.1326, 0.0000, 0.9912);0;test
0.7377174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0974, -0.1890, 0.1318, -0.9682);(-0.9343, 0.8209, 0.7963);(0.0000, -0.1347, 0.0000, 0.9909);0;test
0.7577174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0974, -0.1890, 0.1318, -0.9682);(-0.9343, 0.8209, 0.7963);(0.0000, -0.1347, 0.0000, 0.9909);0;test
0.7777174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0911, -0.1771, 0.1250, -0.9720);(-0.9432, 0.8209, 0.8204);(0.0000, -0.1366, 0.0000, 0.9906);0;test
0.7977173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0908, -0.1622, 0.1188, -0.9754);(-0.9521, 0.8209, 0.8446);(0.0000, -0.1385, 0.0000, 0.9904);0;test
0.8177173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0947, -0.1504, 0.1126, -0.9776);(-0.9612, 0.8209, 0.8693);(0.0000, -0.1403, 0.0000, 0.9901);0;test
0.8377173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1043, -0.1417, 0.1094, -0.9783);(-0.9692, 0.8209, 0.8911);(0.0000, -0.1419, 0.0000, 0.9899);0;test
0.8577173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1172, -0.1351, 0.1077, -0.9780);(-0.9786, 0.8209, 0.9165);(0.0000, -0.1436, 0.0000, 0.9896);0;test
0.8777173;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1305, -0.1307, 0.1064, -0.9770);(-0.9874, 0.8209, 0.9406);(0.0000, -0.1451, 0.0000, 0.9894);0;test
0.8977172;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1484, -0.1263, 0.1047, -0.9752);(-0.9963, 0.8209, 0.9647);(0.0000, -0.1465, 0.0000, 0.9892);0;test
0.9177172;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1683, -0.1204, 0.1009, -0.9731);(-1.0052, 0.8209, 0.9889);(0.0000, -0.1479, 0.0000, 0.9890);0;test
0.9377172;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1683, -0.1204, 0.1009, -0.9731);(-1.0052, 0.8209, 0.9889);(0.0000, -0.1479, 0.0000, 0.9890);0;test
0.9577174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1880, -0.1133, 0.0940, -0.9711);(-1.0140, 0.8209, 1.0128);(0.0000, -0.1493, 0.0000, 0.9888);0;test
0.9777174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2062, -0.1054, 0.0865, -0.9690);(-1.0230, 0.8209, 1.0372);(0.0000, -0.1505, 0.0000, 0.9886);0;test
0.9977174;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2241, -0.0974, 0.0803, -0.9664);(-1.0318, 0.8209, 1.0610);(0.0000, -0.1517, 0.0000, 0.9884);0;test
1.017717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2451, -0.0895, 0.0759, -0.9624);(-1.0405, 0.8209, 1.0847);(0.0000, -0.1528, 0.0000, 0.9883);0;test
1.037717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2648, -0.0807, 0.0742, -0.9580);(-1.0494, 0.8209, 1.1090);(0.0000, -0.1539, 0.0000, 0.9881);0;test
1.057717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2786, -0.0730, 0.0707, -0.9550);(-1.0582, 0.8209, 1.1330);(0.0000, -0.1550, 0.0000, 0.9879);0;test
1.077717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2875, -0.0636, 0.0680, -0.9533);(-1.0668, 0.8209, 1.1562);(0.0000, -0.1559, 0.0000, 0.9878);0;test
1.097717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2945, -0.0541, 0.0666, -0.9518);(-1.0757, 0.8209, 1.1803);(0.0000, -0.1568, 0.0000, 0.9876);0;test
1.117717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2956, -0.0457, 0.0669, -0.9519);(-1.0846, 0.8209, 1.2046);(0.0000, -0.1577, 0.0000, 0.9875);0;test
1.137717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2956, -0.0457, 0.0669, -0.9519);(-1.0846, 0.8209, 1.2046);(0.0000, -0.1577, 0.0000, 0.9875);0;test
1.157717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2987, -0.0380, 0.0680, -0.9512);(-1.0934, 0.8209, 1.2285);(0.0000, -0.1586, 0.0000, 0.9873);0;test
1.177717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.3029, -0.0302, 0.0684, -0.9501);(-1.1022, 0.8209, 1.2525);(0.0000, -0.1594, 0.0000, 0.9872);0;test
1.197717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.3088, -0.0227, 0.0660, -0.9485);(-1.1112, 0.8209, 1.2770);(0.0000, -0.1602, 0.0000, 0.9871);0;test
1.217717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.3126, -0.0160, 0.0631, -0.9477);(-1.1200, 0.8209, 1.3007);(0.0000, -0.1605, 0.0000, 0.9870);0;test
1.237717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.3158, -0.0093, 0.0601, -0.9469);(-1.1284, 0.8209, 1.3247);(0.0000, -0.1612, 0.0000, 0.9869);0;test
1.257717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.3173, -0.0022, 0.0583, -0.9465);(-1.1373, 0.8209, 1.3489);(0.0000, -0.1616, 0.0000, 0.9869);0;test
1.277717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.3169, 0.0058, 0.0567, -0.9467);(-1.1457, 0.8209, 1.3728);(0.0000, -0.1619, 0.0000, 0.9868);0;test
1.297717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.3155, 0.0122, 0.0545, -0.9473);(-1.1540, 0.8209, 1.3967);(0.0000, -0.1621, 0.0000, 0.9868);0;test
1.317717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.3114, 0.0196, 0.0554, -0.9485);(-1.1626, 0.8209, 1.4210);(0.0000, -0.1624, 0.0000, 0.9867);0;test
1.337717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.3114, 0.0196, 0.0554, -0.9485);(-1.1626, 0.8209, 1.4210);(0.0000, -0.1624, 0.0000, 0.9867);0;test
1.357717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.3077, 0.0250, 0.0553, -0.9496);(-1.1709, 0.8209, 1.4448);(0.0000, -0.1631, 0.0000, 0.9866);0;test
1.377717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.3029, 0.0296, 0.0565, -0.9509);(-1.1798, 0.8209, 1.4687);(0.0000, -0.1634, 0.0000, 0.9866);0;test
1.397717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2978, 0.0331, 0.0565, -0.9524);(-1.1883, 0.8209, 1.4928);(0.0000, -0.1636, 0.0000, 0.9865);0;test
1.417717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2924, 0.0367, 0.0563, -0.9539);(-1.1967, 0.8209, 1.5166);(0.0000, -0.1639, 0.0000, 0.9865);0;test
1.437717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2845, 0.0396, 0.0543, -0.9563);(-1.2052, 0.8209, 1.5407);(0.0000, -0.1641, 0.0000, 0.9864);0;test
1.457717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2770, 0.0434, 0.0516, -0.9585);(-1.2137, 0.8209, 1.5647);(0.0000, -0.1644, 0.0000, 0.9864);0;test
1.477717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2697, 0.0473, 0.0467, -0.9607);(-1.2222, 0.8209, 1.5887);(0.0000, -0.1646, 0.0000, 0.9864);0;test
1.497717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2626, 0.0509, 0.0421, -0.9626);(-1.2307, 0.8209, 1.6126);(0.0000, -0.1649, 0.0000, 0.9863);0;test
1.517717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2547, 0.0538, 0.0367, -0.9648);(-1.2393, 0.8209, 1.6369);(0.0000, -0.1651, 0.0000, 0.9863);0;test
1.537717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2547, 0.0538, 0.0367, -0.9648);(-1.2393, 0.8209, 1.6369);(0.0000, -0.1651, 0.0000, 0.9863);0;test
1.557717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2471, 0.0574, 0.0310, -0.9668);(-1.2478, 0.8209, 1.6609);(0.0000, -0.1654, 0.0000, 0.9862);0;test
1.577717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2396, 0.0591, 0.0260, -0.9687);(-1.2562, 0.8209, 1.6845);(0.0000, -0.1656, 0.0000, 0.9862);0;test
1.597717;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2336, 0.0593, 0.0209, -0.9703);(-1.2649, 0.8209, 1.7088);(0.0000, -0.1659, 0.0000, 0.9861);0;test
