Time;PlayerPosition;PlayerRotation;PlayerHeadRotation;EnemyPosition;EnemyRotation;MinimapButton;Info
0.003507376;(-0.0700, 0.8100, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0865, 0.0999, 0.0067, 0.9912);(-0.6851, 1.0000, 0.1190);(0.0000, 0.0000, 0.0000, 1.0000);0;test
0.02350736;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0865, 0.1000, 0.0069, 0.9912);(-0.6851, 0.8209, 0.1190);(0.0000, -0.0016, 0.0000, 1.0000);0;test
0.04350734;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0867, 0.1001, 0.0075, 0.9912);(-0.6858, 0.8209, 0.1211);(0.0000, -0.0055, 0.0000, 1.0000);0;test
0.06350732;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0869, 0.1004, 0.0081, 0.9911);(-0.6884, 0.8209, 0.1281);(0.0000, -0.0112, 0.0000, 0.9999);0;test
0.0835073;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0871, 0.1011, 0.0084, 0.9910);(-0.6907, 0.8209, 0.1343);(0.0000, -0.0148, 0.0000, 0.9999);0;test
0.1035074;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0875, 0.1022, 0.0091, 0.9909);(-0.6960, 0.8209, 0.1486);(0.0000, -0.0214, 0.0000, 0.9998);0;test
0.1235074;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0881, 0.1033, 0.0095, 0.9907);(-0.7010, 0.8209, 0.1624);(0.0000, -0.0266, 0.0000, 0.9996);0;test
0.1435074;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0889, 0.1047, 0.0097, 0.9905);(-0.7075, 0.8209, 0.1800);(0.0000, -0.0325, 0.0000, 0.9995);0;test
0.1635073;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0896, 0.1055, 0.0097, 0.9903);(-0.7134, 0.8209, 0.1960);(0.0000, -0.0373, 0.0000, 0.9993);0;test
0.1835073;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0914, 0.1071, 0.0088, 0.9900);(-0.7236, 0.8209, 0.2238);(0.0000, -0.0449, 0.0000, 0.9990);0;test
0.2035073;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0932, 0.1083, 0.0083, 0.9897);(-0.7309, 0.8209, 0.2436);(0.0000, -0.0500, 0.0000, 0.9988);0;test
0.2235073;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0957, 0.1106, 0.0085, 0.9892);(-0.7383, 0.8209, 0.2637);(0.0000, -0.0550, 0.0000, 0.9985);0;test
0.2435074;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0982, 0.1142, 0.0089, 0.9885);(-0.7457, 0.8209, 0.2838);(0.0000, -0.0597, 0.0000, 0.9982);0;test
0.2635074;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0972, 0.1226, 0.0099, 0.9876);(-0.7556, 0.8209, 0.3107);(0.0000, -0.0659, 0.0000, 0.9978);0;test
0.2835073;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0919, 0.1341, 0.0108, 0.9866);(-0.7631, 0.8209, 0.3311);(0.0000, -0.0703, 0.0000, 0.9975);0;test
0.3035073;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0828, 0.1510, 0.0115, 0.9850);(-0.7706, 0.8209, 0.3513);(0.0000, -0.0745, 0.0000, 0.9972);0;test
0.3235073;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0717, 0.1731, 0.0107, 0.9822);(-0.7781, 0.8209, 0.3718);(0.0000, -0.0785, 0.0000, 0.9969);0;test
0.3435073;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0619, 0.1999, 0.0076, 0.9778);(-0.7855, 0.8209, 0.3919);(0.0000, -0.0824, 0.0000, 0.9966);0;test
0.3635074;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0569, 0.2293, 0.0034, 0.9717);(-0.7933, 0.8209, 0.4130);(0.0000, -0.0863, 0.0000, 0.9963);0;test
0.3835074;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0584, 0.2710, -0.0002, 0.9608);(-0.8031, 0.8209, 0.4399);(0.0000, -0.0910, 0.0000, 0.9959);0;test
