Time;PlayerPosition;PlayerRotation;PlayerHeadRotation;EnemyPosition;EnemyRotation;MinimapButton;Info
0.008348465;(-0.0700, 0.8100, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0137, -0.0320, 0.0397, -0.9986);(-0.6851, 1.0000, 0.1190);(0.0000, 0.0000, 0.0000, 1.0000);1;test
0.02834868;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0171, -0.0364, 0.0381, -0.9985);(-0.6851, 0.8209, 0.1190);(0.0000, -0.0021, 0.0000, 1.0000);0;test
0.04834867;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0225, -0.0405, 0.0360, -0.9983);(-0.6861, 0.8209, 0.1217);(0.0000, -0.0068, 0.0000, 1.0000);0;test
0.06834865;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0282, -0.0438, 0.0338, -0.9981);(-0.6884, 0.8209, 0.1282);(0.0000, -0.0120, 0.0000, 0.9999);0;test
0.08834863;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0329, -0.0463, 0.0312, -0.9979);(-0.6922, 0.8209, 0.1385);(0.0000, -0.0178, 0.0000, 0.9998);0;test
0.1083486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0350, -0.0475, 0.0299, -0.9978);(-0.6949, 0.8209, 0.1457);(0.0000, -0.0211, 0.0000, 0.9998);0;test
0.1283486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0382, -0.0494, 0.0271, -0.9977);(-0.7003, 0.8209, 0.1604);(0.0000, -0.0270, 0.0000, 0.9996);0;test
0.1483486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0419, -0.0510, 0.0239, -0.9975);(-0.7075, 0.8209, 0.1800);(0.0000, -0.0337, 0.0000, 0.9994);0;test
0.1683486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0466, -0.0520, 0.0219, -0.9973);(-0.7160, 0.8209, 0.2031);(0.0000, -0.0404, 0.0000, 0.9992);0;test
0.1883485;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0517, -0.0528, 0.0205, -0.9971);(-0.7249, 0.8209, 0.2273);(0.0000, -0.0469, 0.0000, 0.9989);0;test
0.2083485;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0539, -0.0528, 0.0199, -0.9969);(-0.7293, 0.8209, 0.2391);(0.0000, -0.0499, 0.0000, 0.9988);0;test
0.2283485;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0582, -0.0533, 0.0200, -0.9967);(-0.7381, 0.8209, 0.2630);(0.0000, -0.0559, 0.0000, 0.9984);0;test
0.2483485;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0633, -0.0529, 0.0200, -0.9964);(-0.7469, 0.8209, 0.2871);(0.0000, -0.0616, 0.0000, 0.9981);0;test
0.2683485;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0691, -0.0511, 0.0185, -0.9961);(-0.7558, 0.8209, 0.3112);(0.0000, -0.0670, 0.0000, 0.9978);0;test
0.2883487;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0744, -0.0467, 0.0154, -0.9960);(-0.7646, 0.8209, 0.3350);(0.0000, -0.0721, 0.0000, 0.9974);0;test
0.3083487;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0777, -0.0443, 0.0141, -0.9959);(-0.7690, 0.8209, 0.3472);(0.0000, -0.0746, 0.0000, 0.9972);0;test
0.3283486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0837, -0.0372, 0.0111, -0.9957);(-0.7780, 0.8209, 0.3715);(0.0000, -0.0795, 0.0000, 0.9968);0;test
0.3483486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.0913, -0.0283, 0.0079, -0.9954);(-0.7867, 0.8209, 0.3951);(0.0000, -0.0839, 0.0000, 0.9965);0;test
0.3683486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1012, -0.0183, 0.0045, -0.9947);(-0.7955, 0.8209, 0.4190);(0.0000, -0.0883, 0.0000, 0.9961);0;test
0.3883486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1116, -0.0072, 0.0014, -0.9937);(-0.8043, 0.8209, 0.4431);(0.0000, -0.0924, 0.0000, 0.9957);0;test
0.4083486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1168, -0.0019, 0.0002, -0.9932);(-0.8088, 0.8209, 0.4551);(0.0000, -0.0944, 0.0000, 0.9955);0;test
0.4283485;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1272, 0.0099, -0.0018, -0.9918);(-0.8176, 0.8209, 0.4790);(0.0000, -0.0982, 0.0000, 0.9952);0;test
0.4483485;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1370, 0.0220, -0.0031, -0.9903);(-0.8264, 0.8209, 0.5030);(0.0000, -0.1019, 0.0000, 0.9948);0;test
0.4683485;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1469, 0.0345, -0.0043, -0.9885);(-0.8352, 0.8209, 0.5270);(0.0000, -0.1054, 0.0000, 0.9944);0;test
0.4883485;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1574, 0.0475, -0.0048, -0.9864);(-0.8441, 0.8209, 0.5512);(0.0000, -0.1087, 0.0000, 0.9941);0;test
0.5083485;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1626, 0.0545, -0.0044, -0.9852);(-0.8485, 0.8209, 0.5630);(0.0000, -0.1103, 0.0000, 0.9939);0;test
0.5283484;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1721, 0.0670, -0.0043, -0.9828);(-0.8572, 0.8209, 0.5867);(0.0000, -0.1134, 0.0000, 0.9936);0;test
0.5483487;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1809, 0.0776, -0.0039, -0.9804);(-0.8663, 0.8209, 0.6114);(0.0000, -0.1164, 0.0000, 0.9932);0;test
0.5683486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1874, 0.0879, -0.0041, -0.9783);(-0.8749, 0.8209, 0.6349);(0.0000, -0.1191, 0.0000, 0.9929);0;test
0.5883486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1932, 0.0956, -0.0041, -0.9765);(-0.8838, 0.8209, 0.6589);(0.0000, -0.1218, 0.0000, 0.9926);0;test
0.6083486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.1960, 0.0997, -0.0039, -0.9755);(-0.8881, 0.8209, 0.6708);(0.0000, -0.1231, 0.0000, 0.9924);0;test
0.6283486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2001, 0.1046, -0.0043, -0.9742);(-0.8970, 0.8209, 0.6950);(0.0000, -0.1256, 0.0000, 0.9921);0;test
0.6483486;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(-0.2027, 0.1089, -0.0058, -0.9731);(-0.9058, 0.8209, 0.7188);(0.0000, -0.1279, 0.0000, 0.9918);0;test
